userId,submitDate,createdAt,taskId,isChecked,comment
69818086f7c0b0206cb6e7aa,2026-01-27,2026-01-28T05:06:00.203Z,697b1e2cc01f188423ea7e10,true,"Next pattern"
69818086f7c0b0206cb6e7aa,2026-01-27,2026-01-28T05:06:00.203Z,697b1e2cc01f188423ea7e0f,true,"Nice work"
69818086f7c0b0206cb6e7aa,2026-01-27,2026-01-28T05:06:00.203Z,697b1e2cc01f188423ea7e13,false,"Its a good UX suggestion but we dont have enough time to implement this and test. We will discuss in person"
69818086f7c0b0206cb6e7aa,2026-01-27,2026-01-28T05:06:00.203Z,697b1e2cc01f188423ea7e18,true,"Good working"
69818086f7c0b0206cb6e7aa,2026-01-27,2026-01-28T05:06:00.203Z,697b1e2cc01f188423ea7e16,true,"Fixed work"
69818086f7c0b0206cb6e7aa,2026-01-28,2026-01-29T05:06:00.203Z,697b1e2cc01f188423ea7e10,true,"Next pattern"
69818086f7c0b0206cb6e7aa,2026-01-28,2026-01-29T05:06:00.203Z,697b1e2cc01f188423ea7e0f,true,"Nice work"
69818086f7c0b0206cb6e7aa,2026-01-28,2026-01-29T05:06:00.203Z,697b1e2cc01f188423ea7e13,false,"Its a good UX suggestion but we dont have enough time to implement this and test. We will discuss in person"
69818086f7c0b0206cb6e7aa,2026-01-28,2026-01-29T05:06:00.203Z,697b1e2cc01f188423ea7e18,true,"Good working"
69818086f7c0b0206cb6e7aa,2026-01-28,2026-01-29T05:06:00.203Z,697b1e2cc01f188423ea7e16,true,"Fixed work"
697b4587cb49ac60fcc81a53,2026-01-29,2026-01-30T05:09:31.591Z,697b1e3bc671c89acb64125a,true,"Test"
697b4587cb49ac60fcc81a53,2026-01-29,2026-01-30T05:09:31.591Z,697b1e3bc671c89acb64125d,true,"Test222"
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125a,true,"Chetan Testingggggg"
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125b,false,"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa11111"
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125c,false,"Chetan Test 3"
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb641263,true,"asdfbsdk"
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb64125a,true,"Good"
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb641264,true,"This is done"
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb64125c,false,"Not adding anything"
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb64125a,true,"Good fantastic"
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb64125a,true,"Good going"
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb64125b,true,"Nicely work"
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e10,true,"Next pattern"
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e0f,true,"Nice work"
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e13,false,"Its a good UX suggestion but we dont have enough time to implement this and test. We will discuss in person"
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e18,true,"Good working"
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e16,true,"Fixed work all of them"
696dc548c6f1e9689723af89,2026-02-02,2026-02-03T10:14:59.036Z,697b1e2cc01f188423ea7e12,false,"PTA Meeting"
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e0f,false,"विद्यार्थी अनुपस्थित होता"
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e1a,true,"कौतुक केल्यास विद्यार्थ्यांची अध्यापनातील रुची वाढते"
69724cdb5dab9a102eb56a2a,2026-02-03,2026-02-04T05:43:03.747Z,697b1e2cc01f188423ea7e1a,true,"विद्यार्थी शिकवलेला घटक वाचत आहेत. शिकवलेल्या घटकावर चिंतन मनन करत आहे हे लक्षात आले. त्या घटकावर आधारित प्रश्नोत्तरे  देण्याचा प्रयत्न करत आहे"
69724cdb5dab9a102eb56a2a,2026-02-03,2026-02-04T05:43:03.747Z,697b1e2cc01f188423ea7e12,true,"विद्यार्थ्यांनी आधीच्या दिवशी पाठाचे वाचन केले होते. विषय शिक्षकांनी शिकवल्यामुळे तो घटक विद्यार्थ्यांच्या लगेच लक्षात आला."
6971d6885dab9a102eb17b8e,2026-02-03,2026-02-04T05:43:36.802Z,697b1e2cc01f188423ea7e19,true,"पूर्व अनुभव"
697ae9896864ae3d4877bd71,2026-02-03,2026-02-04T05:44:48.939Z,697b1e2cc01f188423ea7e17,true,"शिकवताना अडचण येत होती त्याबद्दल वरिष्ठ शिक्षकाचे मार्गदर्शन घेतले"
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e0f,true,"आज एका विद्यार्थ्याचे निरीक्षण करताना एक विशेष बाब लक्षात आली की शालेय वातावरणाचा परिणाम विद्यार्थ्यावर होत आहे"
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e10,true,"या विद्यार्थ्याच्या वर्तनात बदलाची अपेक्षा होती तो बदल हळूहळू होत आहे.  पुढे येऊन फलक लेखनासाठी भीती वाटत होती थोड्या प्रमाणात कमी झाली आहे."
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e13,true,"विद्यार्थ्याचे तासाच्या शेवटी आत्मपरीक्षण करायला सांगितले असता 35 मिनिटांमध्ये जे काही आत्मसात केले आहे ते लेखन स्वरूपात  लिहिण्याचा प्रयत्न केला."
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e1a,true,"लेखन तपासून पाहिले असता त्यात व्याकरणदृष्ट्या चुका होत्या पण त्या चुका त्याच्या निरीक्षणास आल्यामुळे त्याने दुरुस्त करून सांगितल्या. यासाठी त्याला मी शाब्दिक शाब्बासकी दिली."
69708fd34f32384a3ca50f55,2026-02-03,2026-02-04T05:51:37.352Z,697b1e2cc01f188423ea7e1a,false,"एन ए पी प्रशिक्षणामुळे आज वर्गातच जाता आले नाही"
696ddca8c6f1e9689723efd3,2026-02-03,2026-02-04T11:51:48.976Z,697b1e2cc01f188423ea7e0f,true,"देवेश देशपांडे"
696ddca8c6f1e9689723efd3,2026-02-03,2026-02-04T11:51:48.976Z,697b1e2cc01f188423ea7e12,true,"फुग्याला काय वाटले असेल..."
696ddca8c6f1e9689723efd3,2026-02-03,2026-02-04T11:51:48.976Z,697b1e2cc01f188423ea7e15,true,"इंग्रजी good at..... उजळणी"
6971e5305dab9a102eb1f2c8,2026-02-03,2026-02-04T13:05:22.197Z,697b1e2cc01f188423ea7e0f,true,"सर्वेश मोरे इ. ६ वी यलो"
6971e5305dab9a102eb1f2c8,2026-02-03,2026-02-04T13:05:22.197Z,697b1e2cc01f188423ea7e11,true,"ओला कचरा आणि सुका कचरा वेगळा करण्याचे उदाहरण"
6971e5305dab9a102eb1f2c8,2026-02-03,2026-02-04T13:05:22.197Z,697b1e2cc01f188423ea7e15,true,"प्राचीन लोकांच्या आहाराविषयी माहिती"
696ddd557c028268c457df57,2026-02-03,2026-02-04T14:47:59.079Z,697b1e2cc01f188423ea7e0f,true,"आज वरद या विद्यार्थ्यांचे निरीक्षण केले एका जागी खूप वेळ तो बसू शकत नाही सतत काही सांगण्यासाठी पुढे येत असतो ऐकताना समजले आहे असा पुढे येऊन देतो."
696ddd557c028268c457df57,2026-02-03,2026-02-04T14:47:59.079Z,697b1e2cc01f188423ea7e1a,true,"व्यवसाय शिक्षण अंतर्गत सांगितलेल्या कृती उत्तम केल्याबद्दल कौतुक केले त्यामुळे आणखी उत्तम रीतीने पुढची कृती करण्यासाठी विद्यार्थी तयार झाले त्याबद्दल आनंद व्यक्त केला. पालकांचा प्रतिसाद विचारला."
696ddd557c028268c457df57,2026-02-03,2026-02-04T14:47:59.079Z,697b1e2cc01f188423ea7e12,true,"रांगोळी विषयी कृती करून घेताना रांगोळी  प्लास्टिक शीटला चिटकवण्यासाठी फेविकॉलचा वापर करण्याऐवजी  इतर गोष्टींचा वापर करावा असे तुम्हाला का वाटते."
696ddd557c028268c457df57,2026-02-03,2026-02-04T14:47:59.079Z,697b1e2cc01f188423ea7e17,true,"व्यवसाय शिक्षण प्रकल्पाविषयी मुलांनी दिलेला प्रतिसाद किती छान होता याविषयी सहकार्यांबरोबर संवाद साधला."
696dc548c6f1e9689723af89,2026-02-04,2026-02-05T07:25:30.337Z,697b1e2cc01f188423ea7e16,false,"test"
696ddc8e7c028268c457d8a1,2026-02-04,2026-02-05T09:28:33.214Z,697b1e2cc01f188423ea7e0f,true,"तलहा बागवान हा विद्यार्थी, सतत जागेवरून उठत होता. दहा  मिनिटापेक्षा जास्त तो एका जागेवर शांत बसत नाही"
696ddc8e7c028268c457d8a1,2026-02-04,2026-02-05T09:28:33.214Z,697b1e2cc01f188423ea7e15,true,"चित्र वर्णन घेतले"
696ddc8e7c028268c457d8a1,2026-02-04,2026-02-05T09:28:33.214Z,697b1e2cc01f188423ea7e17,true,"एक मुलगा वर्गामध्ये वाईट बोलतो त्याविषयी सहकाऱ्यांशी चर्चा केली"
6971e5305dab9a102eb1f2c8,2026-02-04,2026-02-05T10:05:13.264Z,697b1e2cc01f188423ea7e0f,true,"जास्त वेळ एका गोष्टीकडे मन स्थिर नाही."
6971e5305dab9a102eb1f2c8,2026-02-04,2026-02-05T10:05:13.264Z,697b1e2cc01f188423ea7e11,true,"आजी आजोबांच्या पोशाखाविषयी माहिती"
6971e5305dab9a102eb1f2c8,2026-02-04,2026-02-05T10:05:13.264Z,697b1e2cc01f188423ea7e15,true,"प्राचीन भारतातील लोकजीवन"
6971fe42ab8e501024772ff7,2026-02-04,2026-02-05T10:21:08.445Z,697b1e2cc01f188423ea7e0f,true,"आज सातवी मधील मुलाचे निरीक्षण केले...थोडे वेगळे काम त्याला सांगितले...त्याचा छान प्रतिसाद मिळाला.."
6971fe42ab8e501024772ff7,2026-02-04,2026-02-05T10:21:08.445Z,697b1e2cc01f188423ea7e1a,true,"त्याला छान दाद दिली ...very nice mnhun ... तो खूप खुश झाला...शिकण्यात त्याला आनंद वाटला..."
6971fe42ab8e501024772ff7,2026-02-04,2026-02-05T10:21:08.445Z,697b1e2cc01f188423ea7e13,true,"मुलांचा आनंद बघून छान वाटले...समाधानी वाटले.."
6971a77c2edad4557d61a602,2026-02-04,2026-02-05T10:30:47.718Z,697b1e2cc01f188423ea7e17,true,"दुर्लक्ष करणाऱ्या मुलांसदर्भात चर्चा केली व उपायांसदर्भात बोलणे झाले."
6971a77c2edad4557d61a602,2026-02-04,2026-02-05T10:30:47.718Z,697b1e2cc01f188423ea7e19,true,"शिक्षकाच्या स्पष्टीकरण पद्धती मुळे पाठ समजला असे मुलींनी सांगितले ."
6971a77c2edad4557d61a602,2026-02-04,2026-02-05T10:30:47.718Z,697b1e2cc01f188423ea7e1a,true,"My student Mahi asked a doubt about an article 'a' brfore word people.I explained and praised her."
696ddce5c6f1e9689723f17f,2026-02-04,2026-02-05T11:02:07.083Z,697b1e2cc01f188423ea7e15,true,"पाठावर आधारित स्वमत प्रश्न लिहण्यास दिला त्यावर त्यानी त्त्याना आकलन झालेल्या संकल्पनेवर उत्तर लिहले ."
696ddce5c6f1e9689723f17f,2026-02-04,2026-02-05T11:02:07.083Z,697b1e2cc01f188423ea7e11,true,"कवितेवर आधारित सैनिकांचे वर्णन सांगितले"
69708fd34f32384a3ca50f55,2026-02-04,2026-02-05T11:02:51.816Z,697b1e2cc01f188423ea7e1a,true,"वर्गातील सर्व विद्यार्थ्यांनी व्याख्या त्यांच्या शब्दात सांगण्याचा प्रयत्न केला विशेष करून कधीच उत्तर न देणाऱ्या एका विद्यार्थिनीने योग्य शब्दात व्याख्या सांगितली"
69708fd34f32384a3ca50f55,2026-02-04,2026-02-05T11:02:51.816Z,697b1e2cc01f188423ea7e13,true,"संपूर्ण तासिकेच्या वेळेत विद्यार्थी एकाग्रचिताने अध्ययन प्रक्रियेमध्ये सहभागी झाले"
69708fd34f32384a3ca50f55,2026-02-04,2026-02-05T11:02:51.816Z,697b1e2cc01f188423ea7e0f,true,"अनन्या अभ्यंकर अभ्यास करण्यासाठी प्रयत्न करत आहे लक्षात ठेवण्यासाठी विशेष प्रयत्न करताना दिसत आहे"
6971fe145dab9a102eb2bfa5,2026-02-04,2026-02-05T11:47:13.126Z,697b1e2cc01f188423ea7e0f,true,"आज वर्गात हमजा या मुलाचे निरीक्षण करताना जाणवले की तो दररोज वर्गात मी शिकवताना स्थिर बसत नाही पण आज तो शांत व स्थिर बसून ऐकत होता व प्रश्नाचे उत्तर देत होता."
6971fe145dab9a102eb2bfa5,2026-02-04,2026-02-05T11:47:13.126Z,697b1e2cc01f188423ea7e13,true,"आज नियोजनानुसार  प्रश्न उत्तरे मुलांना विचारली व सर्व मुलांनी त्याला  छान प्रतिसाद दिला."
6971fe145dab9a102eb2bfa5,2026-02-04,2026-02-05T11:47:13.126Z,697b1e2cc01f188423ea7e17,true,"आज वर्गात मुलांकडून प्रश्न उत्तरांच्या तासाला मिळालेल्या प्रतिसादाबद्दल  सहकारी शिक्षकांशी चर्चा केली."
6971fe145dab9a102eb2bfa5,2026-02-04,2026-02-05T11:47:13.126Z,697b1e2cc01f188423ea7e18,false,"मी आज पालकांशी संवाद साधू शकले नाही."
6971fe145dab9a102eb2bfa5,2026-02-04,2026-02-05T11:47:13.126Z,697b1e2cc01f188423ea7e1a,true,"आज हमजा कडून मिळालेली सर्व उत्तरे बरोबर होती व तो पहिल्यांदाच इतका आत्मविश्वासाने बोलला म्हणून त्याला शाबासकी दिली."
696ddcab7c028268c457d9a6,2026-02-04,2026-02-05T12:39:08.342Z,697b1e2cc01f188423ea7e0f,true,"कुमार दोडके या विद्यार्थ्याचे निरीक्षण केले आत्मविश्वास जास्त असून सुद्धा गणिती क्रिया चुकतात असे लक्षात आले"
696ddcab7c028268c457d9a6,2026-02-04,2026-02-05T12:39:08.342Z,697b1e2cc01f188423ea7e10,true,"त्याला काही सोपी उदाहरणे देऊन पाहिली आणि एका मित्राला त्याला मदत करण्यास सांगितली"
696ddcab7c028268c457d9a6,2026-02-04,2026-02-05T12:39:08.342Z,697b1e2cc01f188423ea7e11,true,"सोपी उदाहरणे स्वतः तयार करून सोडवण्यास सांगितले"
696ddcab7c028268c457d9a6,2026-02-04,2026-02-05T12:39:08.342Z,697b1e2cc01f188423ea7e12,true,"गुणाकारामध्ये एकक स्थानी कोणता अंक का लिहायचा आणि कसा लिहायचा याबद्दल त्याला विचारले"
696ddcab7c028268c457d9a6,2026-02-04,2026-02-05T12:39:08.342Z,697b1e2cc01f188423ea7e15,true,"सरळव्याजासंबंधीच्या उदाहरणांमध्ये भागाकार कसा करायचा समीकरणाच्या पद्धतीने उदाहरण कसे सोडवायचे हे विद्यार्थ्यांनी बिनचूक सांगितले"
696ddcab7c028268c457d9a6,2026-02-04,2026-02-05T12:39:08.342Z,697b1e2cc01f188423ea7e1a,true,"विद्यार्थ्यांनी बिनचूक सांगितलेल्या उत्तराबद्दल त्यांचे कौतुक केले आणि तास कसा वाटला याबद्दल प्रतिसाद विद्यार्थ्यांकडून घेतला सकारात्मक प्रतिसाद मिळाला"
696de1e7c6f1e96897241a2a,2026-02-04,2026-02-05T13:15:07.137Z,697b1e2cc01f188423ea7e13,true,"Gene, DNA, chromosome या संज्ञांमध्ये विद्यार्थ्यांचा गोंधळ होतो . पण आज या संकल्पना स्पष्टपणे सोप्या पद्धतीने समजून सांगता आल्या .विद्यार्थ्यांच्या चेहऱ्यावर समजल्याचे भाव स्पष्ट दिसत होते . सर्व विद्यार्थ्यांना समजले आहे का हे तपासता आले नाही .प्रोजेक्टरचा वापर करता आला नाही ."
696de1e7c6f1e96897241a2a,2026-02-04,2026-02-05T13:15:07.137Z,697b1e2cc01f188423ea7e1a,true,"विद्यार्थ्यांनी अचूक व सुबक ग्राफ काढले होते .त्यांना शाब्बासकी दिली . त्यांच्या वह्या इतर विद्यार्थ्यांना दाखविल्या .त्यांनाही अचूक ग्राफ काढण्यासाठी प्रेरित केले ."
696de1e7c6f1e96897241a2a,2026-02-04,2026-02-05T13:15:07.137Z,697b1e2cc01f188423ea7e17,true,"विद्यार्थ्यांनी chapter चे  बारकाईने वाचन केले व  मलाही विचार  करावे लागणारे प्रश्न विचारले ."
696ddc927c028268c457d8b1,2026-02-04,2026-02-05T14:16:11.341Z,697b1e2cc01f188423ea7e12,false,"आज पूर्ण दिवस शास्त्रीय संगीत स्पर्धेसाठी शाळेतील मुलांबरोबर डी.ई.एस. शाळेत होते."
697210c6ab8e50102477b348,2026-02-04,2026-02-05T16:54:36.516Z,697b1e2cc01f188423ea7e15,true,"इयत्ता नववी-  पाठ- नागरीकरण - विद्यार्थ्यांनी   नागरीकरणाची कारणे  सांगून  रोजच्या जीवनातील उदाहरणे देऊन स्वतःच्या शब्दात स्पष्ट केले ."
697210c6ab8e50102477b348,2026-02-04,2026-02-05T16:54:36.516Z,697b1e2cc01f188423ea7e17,true,"इयत्ता नववी - पाठ - नागरिकरण - विद्यार्थ्यांनी स्वतः पाठ्यपुस्तकातील कारणांव्यतिरिक्त रोजच्या जीवनातील  इतर काढणे शोधून त्यामुळे  निर्माण होणाऱ्या समस्या गटांमध्ये चर्चा करून रोजच्या जीवनातील उदाहरणे देऊन सांगितले"
697210c6ab8e50102477b348,2026-02-04,2026-02-05T16:54:36.516Z,697b1e2cc01f188423ea7e19,true,"आजचा धडा गटचर्चा करून गटांनी सादरीकरण केल्यामुळे आत्मविश्वास निर्माण झाला .मित्रांचे सहकार्य , मदत, विचारांची देवाणघेवाण झाल्यामुळे धडा समजून घेण्यास मदत झाली"
6971b08d02a5477746026172,2026-02-04,2026-02-05T18:22:23.325Z,697b1e2cc01f188423ea7e19,true,"Verious examples from  students and explanation by teachers"
69724cdb5dab9a102eb56a2a,2026-02-05,2026-02-05T18:30:07.049Z,697b1e2cc01f188423ea7e1a,false,"काल विद्यार्थ्यांनी सांगितलेला भाग वाचलेला होता. त्यामुळे विद्यार्थ्यांना उत्तरे देताना  आत्मविश्वास वाटत होता."
69724cdb5dab9a102eb56a2a,2026-02-05,2026-02-05T18:30:07.049Z,697b1e2cc01f188423ea7e12,false,"पाठ शिकवताना  मॅडम प्रश्न विचारताt असे मुलांना माहीत असल्यामुळे मुले लक्षपूर्वक सांगितलेलं भाग ऐकत होती व प्रश्नाचे उत्तर देण्याचा प्रयत्न करत होती"
6971fd77ab8e501024772b23,2026-02-05,2026-02-06T03:41:30.636Z,697b1e2cc01f188423ea7e0f,true,"तो छान ऐकतो, म्हणतो प्रतिसाद देतो. आज मी जे shik"
6971fd77ab8e501024772b23,2026-02-05,2026-02-06T03:41:30.636Z,697b1e2cc01f188423ea7e13,false,"आज जे मुलांना मी शिकवले ते त्यांना छान समजले."
6971fd77ab8e501024772b23,2026-02-05,2026-02-06T03:41:30.636Z,697b1e2cc01f188423ea7e18,true,"मी पालकांना सांगितले तो लिहितो छान पण तोंडी अभ्यास थोडा कमी पडतो"
6971fd77ab8e501024772b23,2026-02-05,2026-02-06T03:41:30.636Z,697b1e2cc01f188423ea7e1a,true,"चांगल्या पद्धतीने अभ्यास केला"
6971e5305dab9a102eb1f2c8,2026-02-05,2026-02-06T10:22:55.066Z,697b1e2cc01f188423ea7e0f,true,"नियमित जागेवर बसण्याच्या ऐवजी आज दुसरीकडे बसला.  बसताना एक पाय बाकाच्या बाहेर काढलेला होता."
6971e5305dab9a102eb1f2c8,2026-02-05,2026-02-06T10:22:55.066Z,697b1e2cc01f188423ea7e11,true,"विद्यार्थ्यांनी शाळेमध्ये कोणती कर्तव्ये पार पाडावीत याचे उदाहरण दिले दिले."
6971e5305dab9a102eb1f2c8,2026-02-05,2026-02-06T10:22:55.066Z,697b1e2cc01f188423ea7e15,true,"जिल्हाधिकाऱ्यांची कामे कोणती"
6972077a5dab9a102eb3014c,2026-02-05,2026-02-06T12:18:05.945Z,697b1e2cc01f188423ea7e0f,true,"एक विद्यार्थी बेंचवर  बसल्यावर सतत चुळबूळ  करत असतो."
6972077a5dab9a102eb3014c,2026-02-05,2026-02-06T12:18:05.945Z,697b1e2cc01f188423ea7e1a,true,"एका विद्यार्थ्याची चित्रकला चांगली आहे. त्याचे आज सर्व वर्गासमोर कौतुक केले."
6971fb855dab9a102eb2b271,2026-02-05,2026-02-06T13:43:09.282Z,697b1e2cc01f188423ea7e11,false,"एसएससी बोर्डाच्या तोंडी परीक्षा असल्याने वर्ग घेता आले नाही."
6971fb855dab9a102eb2b271,2026-02-05,2026-02-06T13:43:09.282Z,697b1e2cc01f188423ea7e13,false,"एसएससी बोर्डाच्या तोंडी परीक्षा असल्याने वर्ग घेता आले नाही."
6971fb855dab9a102eb2b271,2026-02-05,2026-02-06T13:43:09.282Z,697b1e2cc01f188423ea7e15,false,"एसएससी बोर्डाच्या तोंडी परीक्षा असल्याने वर्ग घेता आले नाही."
